Text,Ham,Spam
You got locked out ?,1,0
Looking for a job? Give us a chance to provide the way! Submit ur RESUME as candidate on Jobsagar.com and get your DREAM JOB at your DOOR STEP. - TEAM JOBSAGA,0,1
Very hurting n meaningful lines ever: \I compromised everything for my love,1,0
Then why you came to hostel.,1,0
OCBC Someone have log in to your account remotely If it be not the person please deal with it immediately bit.ly/3FPH5kl,0,1
"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",1,0
PL TIES: Liverpool v Arsenal (8:25 PM IST). This fixture has seen more hat-tricks (5) than any other in EPL history including an Arshavin special in 2009,0,1
new message in your MyGov inbox please login to service mygov-login.com/login to view,0,1
Votre permis serum suspendu si votre constat n'est pa payée avant le 05/16/2022,0,1
""" The rupee traded in a narrow range against the U.S. dollar in the interbank foreign exchange market, opening at 83.95 and eventually closing at 83.97 provisional, unchanged from the previous closing price. On Monday, the rupee fell by 2 paise against the dollar, closing at 83.97 paise. On August 5, the Indian currency dropped by 37 paise against the dollar, closing at a historic low of 84.09 paise.""",1,0
membership with us to continue watch ezuw2.com/ e7P8GAhLWC,0,1
CanadaPost We try deliver your parcel but you be n't in or there be no safe place to leave it A reschedule be require http //canadapost-p.ca,0,1
FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,0,1
The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.,1,0
"Watch ZEE5's series Sunflower-Enjoy the thrill, drama & the humor! Get it with Vi Rs405 recharge. Also get 90GB, Unlimited calls for 28 Days! Click bit.ly/Vi-zr",0,1
"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",1,0
PancretaBank- ΕΠΙΒΕΒΑΙΩΣΤΕ ΤΟΝ ΑΡΙΘΜΟ ΤΗΛΕΦΩΝΟΥ ΣΑΣ http //cutt.ly/qLl3jYJ,0,1
"Oops, I'll let you know when my roommate's done",1,0
Dear SBI customer your SBI banking account will be suspend within 24hrs Please update your PAN card number click here https //clicklo.net/oxjq6 thank you,0,1
"I got some emergency , so will be bit late.",1,0
"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",1,0
mrapali New Project in Noida EXTN. *2B/R- 15Lacs *3B/R- 20Lacs *Last chance 2 Own a flat in these PRICES Available CALL@ 965415303 ,0,1
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net,0,1
Any suggestions on what should I do?,1,0
I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,1,0
I know girls always safe and selfish know i got it pa. Thank you. good night.,1,0
Nope... Juz off from work...,1,0
XT Please complete the upgrade deadline in time2022-02-02 x-xt.net,0,1
Today's sharing ends here. Let's celebrate this great festival together tomorrowÃ°ÂÂÂ,1,0
Thanks love. But am i doing torch or bold.,1,0
Thanks; rebooting my laptop fixed,1,0
"Okey dokey, i‘ll be over in a bit just sorting some stuff out.",1,0
Beware of fraud SMS TPCODL never ask to call on any number except XXXX and send disconnection message to CA no with arrear Be alert and safe-TPCODL,0,1
I will definitely inform earlier,1,0
"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?",1,0
"Sorry, busy ryt nw..",1,0
The sector with the largest declines is likely still banking stocks,1,0
Gd luck 4 ur exams :-),1,0
We want to know how you feel about current issue in your state Voice your thought here http //opinionspoll.com/z -- R/ TCA14926503 STOP to Opt-OutHello how do you feel about current issue in California Voice your thought here http //opinionspoll.com/nlrl/TCA14926503 Text STOP to opt-out,0,1
"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",1,0
"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",0,1
I like to talk pa but am not able to. I dont know y.,1,0
"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x",1,0
"Com a fatura digital e o debito em conta vc tem um desconto mensal de R 10,00 na fatura Economize colocando sua fatura no debito em conta clarobr.co/ Dcco",0,1
Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,1,0
today.please click here link update your pan card Number thank you sbi,0,1
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. See what happens",1,0
I hate when she does this. She turns what should be a fun day into an annoying day of quarrels.,1,0
FZ LLC be out for delivery Download our App and enjoy our late feature http //armx.page.link/appAramex Package AE803150821 delivery be wait for confirmation Visit the link to track your delivery http //t.co /fvtB82rmOt,0,1
Hola El bloqueo de la familia de servicios E Servicios tipo campaña PMP ha sido exitoso Para volver a contratar desbloquea llamando al XXX o en http //wa.me/56934072243Hola El bloqueo de la familia de servicios testtpserv ha sido exitoso Para volver a contratar desbloquea llamando al XXX o en http //wa.me/56934072243,0,1
You mean I can remove anyone any time... Wow.... ????,1,0
Hi there do you know Wakefit Salary Day sale be LIVE Go grab all your favourite without break the bank Shop http //u1 .mnge.co/BY5M2LX and save,0,1
Hey gals...U all wanna meet 4 dinner at nÌÂte? ,1,0
"Buy 2, Get 2 FREE @ UNLIMITED Fashion Store! Get extra 10% Cashback on HDFC Credit & Debit cards Watch collection bit.ly/3in3oVe TnC",0,1
Ihr Paket steht noch au Bestatigen Sie Ihre Angaben hier http //proudhouseproperty.co.uk/pkge,0,1
"I know where the  &lt;#&gt;  is, I'll be there around 5",1,0
Watching tv lor. Nice one then i like lor.,1,0
"Pack on 8089XXX424 will expire soon! Get free access to 1 channel on Airtel Xstream App, 1.5GB/day, UL calls for 84 days at Rs719. i.airtel.in/RechargeNow",0,1
Career Tip Do you often have the urge to cut or style yours or someone else s hair? ^Yes/No All your replies to Blyk on Aircel are free.,0,1
"The S&P 500 Index rose by 0.38% to 5,455.21 points. The Nasdaq Technology Index increased by 0.03% to 17,192.60 points. The Dow Jones Industrial Average climbed by 0.61% to 40,008.39 points. Other major stocks had mixed performances",1,0
Thanks for report your spam message Please reply to this text with the number the spam message be send from.The number you send be now log and will be investigate as spam Thanks again for,0,1
Huh i cant thk of more oredi how many pages do we have?,1,0
Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,1,0
"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr",1,0
LOGIN from a new device If you DID not LOGIN from a new device please visit http //monzo-limited.comHyperlink may be risky proceed with caution,0,1
"I think Mr.'s approach is very sensible. When the stock market is not doing well, Mr. obviously reduces the frequency of transactions.",1,0
Missed call alert. These numbers called but left no message. 07008009200,0,1
MENSAJE DE LA OFICINA DE CORREOS Su pedido se guarda en el centro de importacion Solucione el problema aqui http //d9f.me/9WvnDbMENSAJE DE LA OFICINA DE CORREOS Su pedido se guarda en el centro de importacion Solucione el problema aqui http //esqcon.me/90gzhnRecordatorio para usted -Su paquete FALBEL4051 sigue con nosotros Vea los detalles y siga las instrucciones aqui http //qvsc.link/9C58js,0,1
Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,1,0
Agencia Tributaria Te califico para un reembolso de impuestos Encuentre sude reembolso en el sitio web http // cutt.ly/YZE8H6A,0,1
Hi your shipment XXXXXXXXXXX from Namshi be out for delivery Download our App and enjoy our late feature http //armx.page .link/appHi your shipment XXXXXXXXXX from Amazon be out for delivery Download our App and enjoy our late feature http //armx.page .link/app,0,1
nlimited SMS! Recharge karein Rs98 se aur payein Unlimited Local aur National SMS (upto 700 SMS/Day) poore 30 din ke liye ,0,1
NR Switch N Radio are looking for fresh engg grads in EC and EE. 8 weeks Training in GSM and CDMA. Registration and Test on 11 Apr For Details Call 0969021234 ,0,1
Finish liao... U?,1,0
"Get Personal Loan in just 5 mins, no paperwork needed. It is secure, quick and hassle-free. Loan limit: upto Rs. 50,000/-. Apply now http://qz6.in/eFBQnY nc",0,1
Achtung Ihr Paket ist noch nicht zugestellt http //istabold,0,1
Is that on the telly? No its Brdget Jones!,1,0
Wif my family booking tour package.,1,0
Didn't you get hep b immunisation in nigeria.,1,0
Non saremo in grado di mantenere attivo 'Facebook Business Manager finche non avrai verificato il tuo numero,0,1
Isn't the market closed tomorrow.,1,0
You should change your fb to jaykwon thuglyfe falconerf,1,0
Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,1,0
Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,1,0
Restarting laptop,1,0
perdre vos droits C-P-F. Consultez votre budget et réclamez votre formation XXX prise en charge http //vfgds.com /9iJvzS,0,1
Matches are made in heaven we are the gate way for that visit www.ghmatrimony.com reg free  an ISO9001:2008 CO  GOLDENHANDS MATRIMONY ,0,1
ThankÃ°ÂÂÂ,1,0
Punjab n Haryana ki High Court kaha hai A)Chandigarh B)Delhi Sahi jawab apko jeeta sakta hai Rs15000 tak Cash ya Nokia E63 mobile.Reply A to 57272 Rs2/sms,0,1
Dear User Your Airtel KYC Had Been Suspended Immediately Your SIM Service Blocked Call XXXXXXXXXX Thank You Airtel Team,0,1
Should I be stalking u?,1,0
Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...,1,0
Fine if thats the way u feel. Thats the way its gota b,1,0
That is wondar full flim.,1,0
Lol! Oops sorry! Have fun.,1,0
Ummmmmaah Many many happy returns of d day my dear sweet heart..,1,0
Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,0,1
K. Did you call me just now ah?,1,0
Dunzo Daily special: Mega Grocery Sale begins! Get up to 20% OFF on fresh groceries delivered home in 35 mins. Click: http://bit.ly/DunzoApp,0,1
This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,1,0
Dear SBI user your SBI YONO Account will be block today Please click here link update your PAN CARD,0,1
SBI YONO account have be block today please update your PAN Card Imme diately via link http //sbipnkyc-in-net preview-domain.com,0,1
Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,0,1
Any negative data now can amplify investors' fearÃ°ÂÂÂ,1,0
You be identify as available to apply for your covid pas To apply for this follow our link at nhs.vaccine-status-9.co,0,1
"Aight that'll work, thanks",1,0
Aviso Oi Para cancelar sua portabilidade e ganhar 20GB de bonus de internet voce deve entrar em contato com a operadora para a qual iria mudar Sao 20GB Aviso Oi Para cancelar sua portabilidade e ganhar 20GB de bonus de internet voce deve entrar em contato com a operadora para a qual iria mudar Sao 20GB Aviso Oi Para cancelar sua portabilidade e ganhar 20GB de bonus de internet vocedeve entrar em contato com a operadorapara a qual iria mudar Sao 20GB,0,1
Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,1,0
Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,1,0
Last chance to claim the Ola S1 Pro in the all new Gerua color Get on the Ola app and purchase yours Click here https //bit.ly/3ggyBggToday 's to-do list Own the Ola scooter The final payment window to make the Ola scooter yours be open Click here to pay now www.gs.im/ n/jCk6wDU9RWHTime to confess your love The final payment window for the Ola scooter be now open Click here to pay nowLast chance to claim the Ola S1 Pro in the all new Gerua color Get on the Ola app and purchase yours Click here https //bit.ly/3ggyBggToday 's to-do list Own the Ola scooter The final payment window to make the Ola scooter yours be open Click here to pay now www.gs.im/ n/roJz5LVLDBqTime to confess your love The final payment window for the Ola scooter be now open Click here to pay now www.gs.im/n/tEWlstbYcwATime to confess your love The final payment window for the Ola scooter be now open Click here to pay now www.gs.im/n/vgcG2gNDg9lTime to confess your love The final payment window for the Ola scooter be now open Click here to pay now www.gs.im/n/vgcB19T7tv1Today 's to-do list Own the Ola scooter The final payment window to make the Ola scooter yours be open Click here to pay now www.gs.im/ n/w4gtFRGN8SyDear OLA team I 'm not interested inthis product anymore I 'm fed with your constant spam I 'm receive more than XX message in a day and from different source It 's VERY VERY IRRITATING Atleast provide me an unsubscribe button or link in these message,0,1
Dimanche est un référendum pour ou contre l'écologie Soit Le Pen démantèlement de éoliennes retour du charbon fin de l'Accord de Paris Soit Macron qui a réduit de XX le gaz à effet de serre et propose de solaire d'éoliennes et de bio Votons Macron Le projet http //zcb.fr/OFtpp STOP XXXXX,0,1
Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,1,0
Ü still got lessons?  Ü in sch?,1,0
"Aight, lemme know what's up",1,0
Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,0,1
de compra en RENFE por 49.75 EUR 22/08/2020 14:33:34 Tarjeta finalizada enlunes XX de ago de XXXX • 18:05de compra en RENFE por 67.60 EUR 31/08/2020 18:05:47 Tarjeta finalizada ensábado X de sept. de XXXX • 21:32de compra en PARQ ATRACCIONES MADRID por 45.80 EUR 05/09/2020 21:32:35 Tarjeta finalizada en,0,1
Thanks. It was only from tescos but quite nice. All gone now. Speak soon,1,0
Pay Premiums for 10/15 yrs. Get guaranteed tax-free Money Back at regular intervals & life cover   upto 100 years!! To know more   sms RN to 56070. T&C Apply,0,1
the Work from Home task offer receive your daily,0,1
hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,1,0
Your AIRTEL SIM Has be Bloc ked Due to KYC Update Within 24hrs please contact XXXXXXXXXX to continue your.service AIRTEL TEAM,0,1
Hey what how about your project. Started aha da.,1,0
Hi! You just spoke to TANUSHA. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,1,0
"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",1,0
I m new in group,1,0
""" Tonight's Review Ends Here Since the professor is still in a meeting, there will be no course sharing tonight. However, the professor will share technical knowledge with everyone tomorrow evening at 20""",1,0
Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,1,0
Service XXXXX Merci de votre aide Pour compléter votre signalement renvoyez par SMS au XXXXX le numéro qui vous a adressé ce message indésirable gratuit Assurance maladie votre carte vitale arrive à expiration veuillez remplir le formulaire de,0,1
"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",1,0
Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,1,0
Audrie lousy autocorrect,1,0
Assurance Maladie Renouvellement obligatoire de votre Carte Vitale à effectuer avant le 18/06/2022 Rendez-vous immédiatement sur,0,1
T063L X X Prize semua pasaran http //cutt.ly/zlHb1qz,0,1
Caixabank Sentimos informarles que su cuenta ha sido,0,1
"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",1,0
God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,1,0
Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,0,1
"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",1,0
Ok that's great thanx a lot.,1,0
to process your hutan Darin vult varuDear Customer Kindly give your consent by click on the link kmbl.in/n/CABRKIcdvZD to process your Kotak Bank Credit Card application,0,1
Your AIRTEL SIM Has be Bloc ked Due to KYC Update Within 24hrs please contact XXXXXXXXXX to continue,0,1
BBVA Para realizar tu operacion utiliza el codigoBBVA Para realizar tu operacion utiliza el codigo,0,1
"	Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",0,1
Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,0,1
YOUR NUMBER IS SELECTED FOR 650  000GBP IN THE CHEVRONOIL INTL DRAW. TO CLAIM YOUR PRIZE CONTACT DR WILLIAMS:- chevronoil74@hotmail.com ,0,1
Wrong phone! This phone! I answer this one but assume the other is people i don't well,1,0
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,0,1
Dear consumer your electricity power will de disconnected tonight at 9.30pm from electricity office because your previous month bill be not update Please immediately contact with our electricity officer XXXXXXXXXX thank you,0,1
Mohon maaf pulsa anda tidak mencukupi Harap Topup pulsa anda dan coba lagi nanti.Mohon maaf pulsa anda tidak mencukupi Harap Topup pulsa anda dan coba lagi nanti.Mohon maaf pulsa anda tidak mencukupi Harap Topup pulsa anda dan coba lagi nanti,0,1
"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",1,0
So when do you wanna gym?,1,0
Im good! I have been thinking about you...,1,0
Your Roshan Digital Account XXXXXXXXX have be generate While we review your detail sign up for digital banking and track your application In case of any query call us at +92 XX XXXXXXXX,0,1
Dear Customer your HDFC NET BANKING ACCOUNT Will be Suspended Today please update your PAN card now visit below the link,0,1
En cada amanecer hay un vivo poema de esperanza y el domingo hay una oportunidad de cambiar el rumbo vota Olga Lucia XXX Partido Alianza Verde Camara por a BOGOTA,0,1
As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,1,0
GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@å£1.50rcvd,0,1
Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,1,0
reakng Price Barrier *Supertech presnts Xpandabl Villa's at Yamuna Xprsway *Near Ngt Safari/Racing Track *@26.9 lac onwrds *80% Bank Loan sms IT to 5499,0,1
Per autorizzare l'autenticazione di livello X di sicurezza inserisci il codice indicato Cordiali saluti.PostelD CODICE SMS XXXXXX Per autorizzare l'autenticazione di livello X di sicurezza inserisci il codice indicato Cordiali saluti,0,1
But if she.s drinkin i'm ok.,1,0
"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",1,0
Xausd sell are buy moment,1,0
There be a new message in your inbox http // rosaleeharden.net/d /j/ 6ikz78izkd160guq,0,1
Friday XX February XXXX Reykjavik Iceland Friday XX February XXXX,0,1
K..k:)where are you?how did you performed?,1,0
"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",0,1
"Se ha realizado un cargo de 105,00 EUR en su cuenta Si no reconoce esta actividad verifique inmediatamente http //santander.app -seguridad.co/",0,1
Hey you be just a few step away from your personalised loan.Complete your application on Airtel Thanks App to access your loan http // i.airtel.in/MVL,0,1
Rungkad ya Mending jadi new member Vila aku kasih bonus XXX di deposit petama Deposit 100rb langsung masuk 100rb jadi 200rb ke ID Dan Khusus Akun Baru Langsung JP di AWAL GAME Dan Berlaku Hanya Sekali Saja Bonus bisa langsung di WD Tanpa TURNOVER TO Yuk Vila bantu daftarin dengan LOCK ID SERVERMessages and call be end-to-end encrypt No one outside of this chat not even WhatsApp can read or listen to them Tap to learn more,0,1
"MDC is HUB, no need to engage Dxc through HPSM",1,0
08714712388 between 10am-7pm Cost 10p,0,1
"Hi team ,",1,0
CITI BK We have lock your Debit Card due to unauthorized payments.To unlock it Check http //wa.gl/nVEPX and verify your identity,0,1
Bancolombia Informa el 08/08/2022 a la 10:29 se ha bloqueado tu Clave Dinamica por riesgo de seguridad Activala aqui http //onx.la/a0666,0,1
Hey Mac Null unlock new feature and upgrade your OneCard to get a power-packed experience today Also win bonus XXXXX reward point Check the banner on the dashboard now http //1cardapp.page .link Team OneCard,0,1
"Aight , I'll get it later",1,0
Shall i get my pouch?,1,0
I dont know exactly could you ask chechi.,1,0
account have be block today please update your PAN Card Immediately via link http // sbitakyc-in-net.preview,0,1
account have suspend today please update your PAN Card now via link http //sabkycxdd-online.preview,0,1
Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,1,0
oday is your Due Date for your Tata Indicom Broadband bill for APR. Kindly pay 881.3 to avoid interruption in services.Please ignore if paid ,0,1
I believe the Indian stock market will take off. I will remain patient and wait for the next instruction from Mr.,1,0
I havent add Ì_ yet right.. ,1,0
Échange de SMS/MMS avec +44 XXXX 842295Dear customer we be unable to deliver your package because ... http //mymiao.cn/tomorrow/ Occghs8yfnf1apf1m,0,1
I Mrs.Hannah from london contact me on this email karsonhann USER.comimmediately It 's an interesting discussion i have for you IT IS URGENT REPLY ME NOW,0,1
Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,1,0
When/where do I pick you up,1,0
And he's apparently bffs with carly quick now,1,0
VF Publi Para ti que eres cliente si preguntas en tienda Vodafone por el Pack Deportes de Vodafone TV con Eurosport Player descubriras como participar en el sorteo de X viajes para ver el Roland Garros ¡Marcate un set Encuentra tu tienda Vodafone ma cercana go.vodafone.es/ tiendas Promo valida del X al XX de mayo Bases legales go.vodafone.es/bbll rolandgarrosmenos hoy en MiércoYES Gana X viaje a San Sebastian Restaurante X Estrellas Michelin+Paseo en barco m.vodafone.es/part-ini,0,1
WA CS http //wa.link/3cs93008 CS:089516303927 Stop UNREG DOLAN3 ke XXXXX Utk ak pwd XXXXXX Download klik http //dolanin.id/s/d 24/10/2022,0,1
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,1,0
"The stock market has been very tough recently. If the index rises by 1%, most stocks may only rise by 1%-3%. If the index falls by 1%, most stocks may fall by 3%-5%. Ã¢ÂÂ Ã¯Â¸Â",1,0
Mm yes dear look how i am hugging you both. :-P,1,0
Somos Woocar una aplicacion que mide tu forma de manejar Descargar registrate en www.woocar.io/panama y gana premios por tu puntaje,0,1
AppBancolombia/Informa Que el 07/06/2022 a la 04:23 se ha desactivado tu Dinamica Activala aqui urlcc.cc/segurabancolombia,0,1
Good evening! How are you?,1,0
Notice Dear customer your previous electricity bill be not update your electricity will be 9.30 PM disconnect today just now call the electricity office XXXXXXXXXX thank you,0,1
bitte aktivieren Sie jetzt Ihre BestSign Anwendung http //meine .onlinepostbank,0,1
"Ok da, i already planned. I wil pick you.",1,0
"U ontvangt nog een premie van 317,53 euro Klik hier om uw geldbedrag te ontvangen http //cadeaupremi myminnfin.com/beservice/ web-mymnf/premi.phpVous recevrez toujours une prime de 317,53 EUR Cliquez ici pour recevoir votre argent http //cadeaupremi myminnfin.com/beservice/ web-mymnf/premi.php",0,1
"The Shoppers Stop Showstoppers Beauty Sale IS HERE!!! Enjoy 4 Days of Upto 50% Off on the Hottest Brands in Cosmetics, Skincare, Fragrances & more at bit.ly/SSSSBAS & our app. Click bit.ly/SSWAShp & say Hi to opt-in & start shopping on WhatsApp with our Personal Shopper. T&C",0,1
Trend Analysis,1,0
Dear Air Tel User Your SIM Has Been Close Today.please Update Your SIM Call us at XXXXXXXXXX immediately Otherwise Block Your SIM Service 20hrs_ThankYou.Airtel,0,1
"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",1,0
Vielen Dank Ihr Termin ist bestaetigt Aktueller Status der Sendung,0,1
Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,1,0
"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",1,0
Laptop monitor not working,1,0
Dear sbi user your sbi yono Account will be blockedToday please click here on The link to update your PAN CARD detail Thank you https //byrl.me/A4qkww2,0,1
"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",1,0
Many times we lose our best ones bcoz we are,1,0
Winters & Weddings. Enjoy the season with glittering garments. Wardrobe Drycleaning Best Quality @ Affordable rates. Over 60 outlets in NCR. Call 9654726000,0,1
"Upto 50% OFF at Pantaloons!! Don't Miss Out Our Online BEST DEALS are now live, click tltx.in/rx6on to start shopping. TC",0,1
Not a drop in the tank,1,0
So li hai... Me bored now da lecturer repeating last weeks stuff waste time... ,1,0
Jus finish blowing my hair. U finish dinner already?,1,0
BINANCE Verification code XXXXXX If this be not generate by you please click here http // cancel9477720-binance-com.web BINANCE Verification code XXXXXX If this be not generate by you please click here http // cancel9477720-binance-com.web,0,1
Dear SBI User 's Your SBI YONO ACCOUNTS Will Be Block Today Due To Incomplete KYC For The Re-Update your PAN CARD Follow The,0,1
NotAScam Sale be go live soon Click on the link below and get boAt product at just Rs 99. bit.ly/3tLAmUW VEHOST NotAScam Sale be go live soon Click on the link below and get boAt product at just Rs 99. bit.ly/3tLAmUW VEHOST,0,1
I will reach before ten morning,1,0
MJoy - a one stop shop for all the services that you need on your Airtel mobile - Hello Tunes   Internet Service   Missed Call Alert! Simply dial 55120 (Free). ,0,1
Got it. Seventeen pounds for seven hundred ml – hope ok.,1,0
Free Karaoke Are you a bathroom singer? Pick a song to sing along: 1) Dhunki - MBKD 2) Summer of 69 3) Chammak Challo - Ra One  ^1/ 2/ 3 Reply within 24 hrs to get a karaoke track and lyrics. ,0,1
"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",1,0
You have be in contact with someone who have the COV-19Variant Please follow instruction here bookservice-ie.com to order a testing kit,0,1
ΚΑΝΤΕ ΚΛΙΚ ΓΙΑ ΞΕΚΛΕΙΔΩΜΑ ΤΟΥ ΛΟΓΑΡΙΑΣΜΟΥ ΣΑΣ http //bit.do/fTA77,0,1
My laptop shutdowned on it's own,1,0
"Hello Vi customer, Season of T20! Participate in Vi Play Along, Win a motor bike, smartwatch and much more. Simply Click https://bit.ly/ViPAG",0,1
Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.,1,0
bank Account will be block Today so please update your PAN CARD click here https // hdfcshrp-tech.preview domain.com thank you,0,1
seguridad tiene que actualizar su cuenta si no sus datos pueden quedar vulnerables http //,0,1
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",0,1
SOLAR STREET LIGHTS ARE NOW ON SALE CLICK IF INTERESTED FOR PRICE/BUY -- http //invol.co/ clc31bsShop Now NEW ITEM XX OFF SALE BUY X TAKE X TODAY ONLY PINAKA MURANG PRESYO SA MARKET PAKI-CLICK ANG LINK SA TAAS PARA MAKITA ANG PRESYO AT PICTURES.IWAS MAGNANAKAW SA GABI X-XX HRS USAGE IFPLEASE DO NOT CLICK IF NOT INTERESTED,0,1
Noida Expressway option to book 2/3/4 BHK Flats at Logix Blossom Greens Sec-143   Possession 18Mnts   BSP @ 2700/- Psqft   Estate Promoters 9911655750 9911571106 ,0,1
PostelD CODICE SMS XXXXXX Per autorizzare l'autenticazione di livello X di sicurezza inserisci il codice indicato Cordiali saluti.PostelD CODICE SMS XXXXXX Per autorizzare l'autenticazione di livello X di sicurezza inserisci il codice indicato Cordiali saluti.Per procedere inserisci il codice di verifica indicato,0,1
"Sorry,in meeting I'll call later",1,0
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,0,1
Dear user your SBI YONO Account will be close today please click here on the link update your PAN CARD Number Thanks http //sbikycupadte-online.preview,0,1
I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,1,0
HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,1,0
